Facility ID,PSI 90 Composite Value,CLABSI SIR,CAUTI SIR,SSI SIR,CDI SIR,MRSA SIR,Total HAC Score,Payment Reduction
320084,0.9928,,,,,,0.0301,No
320085,0.82,0,0.212,0.726,0.493,0.916,-0.4498,No
320086,0.9839,,,0,0,,-0.9834,No
320090,0.9475,,,0.538,0.316,,-0.3531,No
320091,0.9403,0,0,,0.912,,-0.2481,No
330005,1.4452,0.645,0.626,0.673,0.597,0.981,0.655,Yes
330006,0.9116,0.386,1.369,,0.819,1.681,0.9397,Yes
330009,0.8906,1.446,0.418,0.372,0.601,0.726,0.1766,No
330011,1.5189,1.08,0.374,1.745,1.186,1.098,1.2927,Yes
330013,1.218,0.679,0.77,1.193,0.401,0.721,0.506,Yes
330014,1.4907,0.327,0.424,1.104,0.504,0.857,0.4707,Yes
330019,1.0717,,0.187,,0.855,0.616,0.348,No
330023,1.0781,0.48,0.452,0.561,0.448,0.248,-0.1763,No
330024,1.0371,0.973,0.431,0.784,0.584,0.606,0.2342,No
330027,1.2297,0.535,0.135,0.908,0.644,0.528,0.2171,No
330028,1.0682,1.676,0.419,1.165,0.746,1.137,0.8955,Yes
330030,1.1353,1.714,0.47,0,0.662,0,0.2112,No
330033,1.1584,,0.885,,0.454,,0.7656,Yes
330043,0.991,0.13,0.332,0.262,0.161,1.406,-0.3285,No
330044,1.4909,0.245,1.035,1.771,0.629,1.114,1.0451,Yes
330045,0.7429,0.436,0.05,0.668,0.422,0.589,-0.5739,No
330046,0.9248,0.833,0.387,0.916,0.215,0.507,-0.2032,No
330047,1.0443,0,0,0,0.467,1.34,-0.3504,No
330049,0.8195,0,1.096,0.448,0.211,0,-0.6757,No
330055,0.6231,0.038,0.304,0.376,0.205,0.535,-0.8679,No
330056,0.8801,1.16,0.313,0.633,0.068,1.414,-0.0182,No
330057,1.2046,0.611,0.468,1.02,0.452,0.812,0.358,No
330058,1.1517,0.387,2.144,0,0.535,2.896,0.7325,Yes
330059,1.2406,0.932,0.842,1.019,0.445,0.909,0.7032,Yes
330060,,,,,,,,No
330065,1.2505,2.687,0.185,0.938,0.436,0.335,0.4693,Yes
330073,0.907,0,0.692,0,0.537,0.529,-0.4695,No
330074,0.9756,1.628,0.884,1.384,0.479,0.904,0.7835,Yes
330078,1.7296,0.389,0.611,1.065,0.189,1.063,0.4272,Yes
330079,1.2781,0.607,0.585,1.601,0.706,,0.9345,Yes
330080,0.9402,0.457,0.308,1.319,0.564,1.072,0.1747,No
330085,0.941,,0,,0,,-1.0374,No
330086,0.9709,,,,0.294,,-0.2231,No
330090,2.3033,1.334,0.603,1.834,0.116,0.799,0.8698,Yes
330094,2.1978,0.868,1.317,1.111,1.091,1.742,1.6329,Yes
330096,1.1104,,0.977,0,0.296,,0.0288,No
330100,,,,,,,,No
330101,0.4103,0.914,0.688,0.825,0.29,0.849,-0.0825,No
330102,0.9513,0.424,0.103,0.721,0.641,0.606,-0.1908,No
330103,0.9402,0.732,0.187,1.135,0.945,0.715,0.3008,No
330104,0.8169,0.659,1.352,0.925,0.263,0.483,0.0169,No
330106,0.9444,0.973,0.546,0.399,0.396,0.646,-0.0447,No
330107,1.0208,0.391,0.494,0.636,0.316,0.653,-0.1833,No
330111,0.992,,,,0,,-0.7186,No
330115,0.9258,0,0.83,1.33,0.478,,0.0098,No
330119,0.9736,0.883,0.42,0.368,0.205,0.289,-0.3527,No
330125,1.7575,0.974,0.61,1.063,0.453,0.978,0.7931,Yes
330126,0.8102,0.172,0.656,1.398,0.805,0.755,0.1208,No
330127,1.1437,0.986,0.787,1.908,0.354,1.085,0.8456,Yes
330128,1.1294,0.486,0.645,1.061,0.341,0.792,0.2263,No
330135,0.9362,,1.164,,0.416,,0.4236,Yes
330136,1.2775,0.52,0.384,0.839,0.856,0.831,0.5895,Yes
330140,1.1857,0.379,0.595,0.634,0.439,0.407,0.0377,No
330141,0.8822,0.697,0.148,2.279,0.159,0.494,-0.0989,No
330151,0.9732,,,,0,,-0.7842,No
330153,1.3664,0.29,0.203,0.683,0.361,0.214,-0.0688,No
330157,0.9375,0.476,0.649,1.131,0.538,0.51,0.0497,No
330158,0.8825,0.389,0.583,0.567,0.199,0.16,-0.5762,No
330160,1.1207,0.519,0.528,0.128,0.48,1.317,0.1881,No
330162,0.8671,0,0.318,0.726,0.125,1.1,-0.5258,No
330164,0.9786,1.56,0.65,1.159,0.412,0.995,0.6127,Yes
330166,,,,,,,,No
330169,0.9778,0.293,0.095,0,0.054,1.246,-0.5756,No
330175,0.9245,0,0,1.821,0.197,1.241,-0.1787,No
330180,0.9401,0.976,0.331,0.821,0.476,1.06,0.1814,No
330181,0.8562,0.8,0.389,0,0.237,0.672,-0.4848,No
330182,1.104,0.377,0.134,0.961,0.12,1.128,-0.1048,No
330184,0.9465,1.495,1.232,1.582,0.38,1.867,1.1513,Yes
330185,0.9354,0.252,0.228,0.264,0.096,1.189,-0.5047,No
330188,0.9757,0,0,,0.11,0,-1.0615,No
330191,1.38,0.406,0.882,0.591,0.335,0.333,0.2472,No
330193,1.0335,0.536,0.098,1.161,0.663,0.361,0.0005,No
330194,0.9079,1.684,0.99,0.874,0.309,1.057,0.5454,Yes
330195,1.0423,0.41,0.423,0.582,0.275,0.639,-0.2262,No
330196,1.0856,0.81,0.09,0.466,0.091,0.932,-0.2048,No
330197,1.1778,1.726,0.701,0,1.354,0.835,0.8263,Yes
330198,0.8574,0.273,0.263,0.468,0.179,0.887,-0.5667,No
330199,0.9285,0,0.511,0,0.128,0,-0.9654,No
330202,1.1875,0.783,1.357,2.346,0.455,1.125,1.1861,Yes
330203,1.1742,0.541,0.186,1.014,0.436,0.509,0.0646,No
330204,1.1552,1.17,1.145,1.186,0.489,0.945,0.9062,Yes
330205,0.9242,,,0,0.582,,-0.3712,No
330208,0.8608,1.445,0.873,0.492,0.529,1.123,0.4504,Yes
330214,0.6673,0.486,0.502,0.902,0.225,0.637,-0.4165,No
330215,0.9603,3.177,0.566,0,0.889,1.153,0.5942,Yes
330218,1.2459,,0.8,0.619,0.191,0.966,0.37,No
330219,2.1065,0.671,0.327,1.295,0.53,0.587,0.542,Yes
330221,0.966,0.812,1.141,0.721,0.513,1.13,0.4932,Yes
330222,1.0823,0.229,0.761,0.56,0.492,0.216,-0.1274,No
330224,1.1106,0.88,0.517,0,0.669,0.535,0.1246,No
330226,1.0634,0.338,0.48,0.299,0.355,1.149,-0.0581,No
330229,0.9688,,0,,,,1.0268,Yes
330231,0.8827,0.197,0.228,0.854,0.377,0.925,-0.3295,No
330233,1.524,0.677,0.436,0.396,0.418,1.067,0.4264,Yes
330234,1.2386,0.537,0.475,0.528,0.751,0.783,0.4141,Yes
330235,1.0574,0.578,0.458,0,0.433,1.955,0.1973,No
330238,0.9312,0.572,0,1.021,0.468,,-0.231,No
330239,0.8891,1.632,0.745,0.681,1.079,0.58,0.6136,Yes
330240,1.0151,0.333,0.572,0.303,0.276,1.408,-0.0389,No
330241,1.4867,0.591,0.9,1.303,0.52,1.212,0.9548,Yes
330246,0.8938,0.456,0.384,0,0.115,0.202,-0.8185,No
330250,2.0317,0.247,1.786,1.054,0.835,0.799,1.0661,Yes
330259,0.8592,0.212,0,0.32,0.071,0.145,-1.0642,No
330261,1.083,0,0.181,0.372,0.025,0,-0.8784,No
330264,1.1079,0.702,0.713,1.137,0.42,2.322,0.7227,Yes
330265,1.2609,1.316,0.517,,0.086,1.65,0.8676,Yes
330267,0.9573,0,0,0,0.125,0.818,-0.8542,No
330270,0.6125,0,1.229,,0.233,0,-0.6526,No
330273,0.8831,1.692,0.689,,0.694,0,0.3229,No
330276,1.2794,,0,0,0,,-0.5516,No
330277,1.1515,0,1.037,0.77,0.17,0.637,-0.0258,No
330279,1.0536,0.235,0.244,0.548,0.425,0.411,-0.3449,No
330285,1.3205,1.057,0.838,1.354,0.375,0.862,0.8769,Yes
330286,1.4146,0.272,0.235,0.721,0.23,0.493,-0.0394,No
330304,0.7747,0.105,0.31,0.54,0.119,0.566,-0.8375,No
330307,0.9648,0,1.07,1.536,0.403,0.662,0.1481,No
330331,0.9369,0,0.108,0,0.067,0.242,-1.0726,No
330332,1.1235,1.212,0.171,0.847,0.199,1.041,0.2438,No
330350,1.057,0.518,0.921,0.643,0.575,1.226,0.4482,Yes
330386,0.9165,,1.438,,0.933,1.729,1.4879,Yes
330393,1.0625,0.441,0.615,1.592,0.446,0.84,0.3552,No
330394,1.5874,0.573,0.644,1.74,0.613,0.704,0.8529,Yes
330395,1.2831,3.408,1.507,0.568,0.758,1.242,1.4565,Yes
330396,1.4023,0.283,1.16,1.756,0.436,0.672,0.8272,Yes
330399,1.2839,0.627,0,1.278,0.086,0.755,0.086,No
330401,0.708,0.179,0,0.762,0.108,1.211,-0.6525,No
330405,,,0,,,,-1.3186,No
330406,,,,,0,,0.3548,No
330411,,,,,,,2.1717,Yes
340001,0.9843,0.825,0.43,1.174,0.178,0.479,-0.0797,No
340002,0.6801,0.729,0.278,0.666,0.286,0.722,-0.411,No
340003,1.1285,0,0.237,1.547,0.454,0,-0.1907,No
340004,0.9249,0.701,0.807,1.316,0.42,1.138,0.381,Yes
340008,0.9614,1.348,0.936,1.146,0.674,0.55,0.6359,Yes
340010,0.9381,0.603,1.217,1.002,0.262,1.689,0.5234,Yes
340013,1.0685,0,0.678,0.593,0.563,1.957,0.3283,No
340014,0.9342,0.565,0.521,0.67,0.311,0.597,-0.2189,No
340015,0.7896,0,1.359,0.254,0.016,0.764,-0.5199,No
340016,1.0352,0,1.313,0,0.51,0.963,0.0629,No
340017,0.7576,0.502,0.338,0.966,0.425,1.144,-0.1523,No
340020,0.9247,0,3.12,0.695,0.288,,-0.0156,No
340021,1.038,1.015,0.091,0.259,0.289,0.878,-0.1306,No
340023,1.0195,,0.656,1.092,0.257,0.75,0.1073,No
340024,0.9604,0,0.516,0.943,0.864,1.99,0.4316,Yes
340027,0.856,0.645,0.612,2.412,0.217,1.369,0.3792,No
340028,1.0645,0.963,0.776,1.669,0.605,1.005,0.8061,Yes
340030,1.1047,0.901,0.556,1.186,0.391,0.69,0.3547,No
340032,1.049,0.479,0.142,0.373,0.129,0.428,-0.532,No
340039,0.9731,0.268,0.51,1.045,0.357,1.489,0.1545,No
340040,0.8819,0.781,0.742,1.079,0.334,0.672,0.0502,No
340041,1.0724,1.833,0.742,1.214,0.373,1.404,0.8964,Yes
340042,1.1878,0.884,0,0,0.278,3.29,0.1833,No
340047,1.086,1.206,0.456,1.146,0.444,1.198,0.6105,Yes
340049,0.9264,,,,0,,-0.9478,No
340050,0.9004,0.813,0.507,1.156,0.16,0.613,-0.1212,No
340051,0.9553,0.806,0.578,0.926,0.373,1.303,0.2806,No
340053,0.6886,0.91,0.683,1.023,0.143,0.521,-0.2387,No
340060,0.9513,0,0,,0.572,,-0.5579,No
340061,0.9053,1.051,0.647,1.185,0.579,0.768,0.3655,No
340064,0.9358,1.172,0.343,1.359,0.591,1.323,0.5764,Yes
340068,1.0679,1.441,2.203,0.766,0.502,0.872,0.9299,Yes
340069,0.9981,0.419,0.217,1.322,0.273,0.263,-0.2779,No
340070,1.2846,0.473,0.414,1.838,0.074,0.297,0.1862,No
340071,0.8665,0.758,0.943,,0.792,1.172,0.6104,Yes
340075,0.9006,0.574,0.631,0.69,0.323,0,-0.4048,No
340084,,,,,,,,No
340085,0.9541,0.482,0.971,1.328,0.156,0,-0.1672,No
340087,0.9399,,1.778,1.893,0.666,,1.2376,Yes
340090,0.8081,0.707,0.867,1.529,0.219,1.546,0.3447,No
340091,1.086,0.442,0.391,1.201,0.076,0.403,-0.2097,No
340096,0.9487,1.485,0.64,1.069,0.599,1.082,0.6702,Yes
340097,0.9678,0,0,,0.976,,-0.1691,No
340098,1.0514,0.369,0.517,0.654,0.327,0.832,-0.0724,No
340099,1.0654,3.155,0.893,0.743,0.059,0.416,0.2676,No
340107,1.0307,0.252,1.168,0.804,0.366,1.803,0.5118,Yes
340109,1.1026,1.382,0.84,0.349,0.093,0.918,0.3005,No
340113,0.8731,1.019,0.522,1.162,0.355,0.614,0.0606,No
340114,1.1847,0.549,0.874,0.836,0.579,1.063,0.5908,Yes
340115,0.938,0.422,0.24,0.68,0.119,0.609,-0.4996,No
340116,1.036,0.976,0.966,0.995,0.209,0.546,0.2464,No
340119,1.0852,0.789,0,0,0.122,1.18,-0.2761,No
340120,0.9599,,0.403,,0.753,2.551,0.783,Yes
340123,0.97,0,0,0.605,0.928,0,-0.4334,No
340126,0.9294,0.998,1.726,0.737,0.394,3.756,0.8296,Yes
340127,1.3787,,0.729,,0.251,,0.8198,Yes
340129,0.8616,0.684,0.684,0.457,0.378,0,-0.4174,No
340130,1.1771,0.485,0.307,0.949,0.266,0.73,0.0437,No
340131,0.8572,0.441,0.543,0.781,0.405,0.247,-0.3772,No
340132,0.9704,0,0.602,0,0,0.328,-0.8484,No
340141,1.0105,0.833,0.876,1.326,0.328,0.695,0.3485,No
340142,1.0942,,1.1,1.562,0.892,1.521,1.4007,Yes
340143,0.9324,0.523,0.619,0.286,0.158,0.535,-0.4279,No
340145,0.9035,1.222,1.111,1.913,0.263,0.386,0.4868,Yes
340147,0.9606,0.802,0.656,2.341,0.134,0.866,0.3505,No
340148,0.8772,,0,0.251,0,,-1.146,No
340151,0.9215,0.288,1.422,,0.314,0.38,-0.0012,No
340155,0.9824,0.739,0.445,0.369,0.175,0.576,-0.3071,No
340156,,,,,0.352,,-0.0992,No
340158,0.8825,0,0.232,0.815,0.433,0.531,-0.5165,No
340159,1.1702,,,,0,,-0.0968,No
340166,1.0169,0.813,1.132,0.477,0.227,0.83,0.1904,No
340168,,,,,,,2.2091,Yes
340171,0.9136,1.037,0.684,0.774,0.179,0.913,0.0596,No
340173,1.0361,0.775,0.59,0.625,0.194,0.451,-0.1307,No
340183,0.882,0.982,1.217,0.514,0.229,0,-0.1442,No
340184,0.9414,0,0,0.363,0.229,1.274,-0.5431,No
340188,0.944,,,,0.378,,-0.1544,No
340190,0.9438,,,0.722,0.072,,-0.5715,No
340195,,,,,0.295,,-0.3199,No
350002,1.1619,1.086,0.657,1.503,0.558,0.915,0.81,Yes
350006,1.0244,0.704,0.14,0.913,0.233,0.283,-0.3037,No
350011,1.0823,0.325,0.081,0.875,0.315,0.428,-0.3139,No
350015,1.0657,0.183,0.481,0.797,0.354,0.589,-0.1685,No
350019,0.911,0.636,0.37,1.319,0.39,0.504,-0.0753,No
350063,,,,,,,,No
350070,0.7645,0.174,0.743,0.767,0.244,0.507,-0.5119,No
360001,0.7842,0.564,0.587,1.786,0.249,1.405,0.1927,No
360002,0.9149,,,,0,,-0.9877,No
360003,0.8716,0.973,0.389,1.313,0.458,1.138,0.2799,No
360006,1.1246,0.66,0.509,1.033,0.718,0.854,0.4903,Yes
360008,0.8583,0.348,0.151,0.426,0.703,0.207,-0.4924,No
360009,1.0082,0.208,1.147,0.237,0.683,0.395,0.0267,No
360010,1.02,0,0,0.332,0.454,1.377,-0.2794,No
360011,0.8256,0.605,0.504,0.44,0.525,1.961,0.1415,No
360012,0.8464,0.538,0.699,0.985,0.164,0.836,-0.1817,No
360013,0.9429,,0,2.366,0.525,,0.2764,No
360014,1.026,,0,,0.082,0.763,-0.5159,No
360016,0.7997,0.377,1.112,1.194,0.615,0.646,0.1521,No
360017,1.1334,0.993,0.516,0.855,0.547,2.072,0.7872,Yes
360020,1.3434,0.466,0.495,1.363,0.449,0.802,0.5667,Yes
360025,0.8868,0,0.87,0.823,0.577,0.542,-0.1562,No
360026,,,,,,,,No
360027,0.9541,0.312,0.34,1.413,0.332,0.06,-0.3277,No
360029,1.0071,,0.568,2.857,0.75,,0.9485,Yes
360032,1.0089,,,3.15,0.702,,1.1901,Yes
360035,1.1512,1.097,1.301,1.577,0.131,1.325,0.949,Yes
360036,0.972,0,0.244,0.355,0.485,0.596,-0.4827,No
360039,1.1135,0.483,0.336,1.325,0.7,0.965,0.4499,Yes
360040,1.0782,0,0,0,0.747,0,-0.597,No
360041,0.7728,0,0.272,1.143,0.502,0.846,-0.3765,No
360046,0.9411,,,0.997,0.912,,0.6633,Yes
360048,1.5413,0.731,0.692,0.771,0.25,0.728,0.4307,Yes
360051,0.7233,0.064,0.353,0.78,0.331,0.895,-0.5161,No
360054,0.9259,1.362,0.397,1.178,0.77,0.914,0.5814,Yes
360055,0.8424,1.3,0.679,0.582,0.355,0.296,-0.0796,No
360056,0.8703,0.449,0.529,1.992,0.242,0.334,-0.0936,No
360058,0.9339,,0,0.729,0.472,,-0.3855,No
360059,1.3707,0.607,0.578,1.066,0.437,1.48,0.8038,Yes
360064,0.906,0.685,0.356,3.69,0.214,0.692,0.1123,No
360065,0.9211,0.459,0.203,1.488,0.398,1.481,0.1947,No
360066,0.8795,0.594,0.568,1.656,0.184,0.431,-0.1108,No
360068,1.2255,0.862,0.472,1.305,0.536,0.818,0.6186,Yes
360070,0.9514,0.267,0.611,2.404,0.517,0.735,0.3164,No
360071,0.9356,,,1.438,0,,-0.2748,No
360072,1.5764,0.395,0.606,0.687,0.841,0.247,0.4561,Yes
360075,0.8357,1.577,0.538,0.291,0.461,1.296,0.2947,No
360076,0.9192,0.154,0.304,0.799,0.4,0.424,-0.4484,No
360077,0.7401,0.478,0.376,0.617,0.603,0.597,-0.3216,No
360078,0.8573,1.905,0.251,1.041,0.375,2.183,0.5254,Yes
360079,0.779,0.68,0.479,1.263,0.385,0.423,-0.2154,No
360080,0.9644,,,0,0,,-1.0289,No
360082,0.8685,0.318,0.232,0.856,0.451,0.363,-0.445,No
360084,1.4633,0.776,0.276,1.347,0.398,0.212,0.3612,No
360085,0.9607,1.218,0.261,1.167,0.57,1.304,0.5152,Yes
360086,0.8695,1.324,0.53,1.676,0.115,0.812,0.2385,No
360087,0.9104,0.472,0.659,,,,0.7663,Yes
360089,0.9046,,0,,0.266,,-0.7787,No
360091,1.0222,1.336,0.6,0.241,0.891,1.058,0.6256,Yes
360092,0.9875,,0.756,0,0.742,,0.1129,No
360095,1.0261,0.817,1.091,0.57,0.46,0.963,0.4095,Yes
360096,0.9012,0,0,,1.13,0,-0.5197,No
360098,0.6911,0.421,0.228,0.729,0.786,0.409,-0.3185,No
360107,0.9574,,,,0.124,,-0.5994,No
360109,1.0227,,0.795,,0.549,,0.5001,Yes
360112,0.9511,0.677,0.478,1.917,0.153,0.388,0.008,No
360118,1.0877,1.111,1.008,1.348,0.648,0.876,0.8747,Yes
360121,0.9731,,,,0.495,,0.1736,No
360123,0.8696,0.875,0.145,0.184,0.69,1.606,0.132,No
360125,1.0152,0,0,0,0.447,0,-0.864,No
360131,0.9375,,0,,0.295,,-0.6647,No
360132,1.0806,0.648,0,0,0.278,1.011,-0.2942,No
360133,0.8654,0.85,0.133,2.013,0.431,0.809,0.19,No
360134,0.8834,0.526,0.507,1.268,0.213,0.17,-0.3401,No
360137,0.9832,1.042,0.272,1.661,0.44,0.638,0.3029,No
360143,0.8142,0.72,0.282,0.923,0.267,0.388,-0.4236,No
360144,1.0066,0.399,0.502,0,0.223,0.403,-0.5222,No
360145,0.8817,0.999,0.837,0.935,0.193,0.591,0.0121,No
360147,1.1625,0.393,0.648,1.306,0.807,0.38,0.4573,Yes
360148,0.9749,,,,0,,-0.7783,No
360150,1.0315,1.452,1.359,0.402,0.397,0.887,0.6538,Yes
360152,0.9233,0.47,0.517,0.469,0.656,1.457,0.1948,No
360155,1.4156,0.237,0.524,0.84,0.56,0.489,0.3087,No
360156,0.9418,,,2.193,0.575,,0.8701,Yes
360159,1.3645,0.768,0.853,1.552,0.304,0.362,0.64,Yes
360161,0.8301,1.079,0.294,1.733,0.256,0.781,0.0995,No
360163,0.7399,0.376,0.605,0.674,0.298,0.487,-0.4879,No
360170,0.8898,0,1.026,1.305,0.761,0.96,0.312,No
360172,1.1105,0.273,0.822,1.639,0.192,1.817,0.5999,Yes
360174,0.8487,1.2,0.207,0.474,0.506,0,-0.3371,No
360175,0.9269,,,0,0.787,,-0.1004,No
360179,0.8208,0.646,0.588,1.199,0.249,0.575,-0.1892,No
360180,1.5554,0.728,0.328,1.093,0.421,0.969,0.5695,Yes
360185,1.0948,1.034,0.449,1.225,0.651,,0.6397,Yes
360189,0.998,,,1.569,0.351,,0.3982,Yes
360197,1.1534,,,,0,,-0.1555,No
360203,1.0117,1.339,0,1.196,0.514,,0.3327,No
360210,0.8944,1.718,0,0.637,0.815,,0.3186,No
360211,0.9745,0.724,0,0.77,0.5,1.106,0.0079,No
360218,1.009,1.767,1.593,1.673,1.196,2.687,1.7662,Yes
360230,0.6011,0.54,0.568,0.721,0.369,0.298,-0.446,No
360234,1.0402,0.496,0.499,1.27,0.252,0.741,0.0523,No
360236,0.8593,0.282,1.212,1.552,0.143,0.358,-0.0777,No
360239,1.0305,0.911,0.316,1.812,0.642,0,0.2763,No
360245,,,,,0,0,-1.4597,No
360259,0.917,1.97,,2.65,0.329,,0.9312,Yes
360263,1.0256,,,,,,0.2595,No
360266,0.8652,,,,,,-0.8605,No
360270,0.9902,,,0.58,0.595,,0.1302,No
360276,0.7823,0.818,0.898,2.175,0.32,0.96,0.3993,Yes
360348,0.8344,1.013,0.796,1.06,0.442,1.218,0.3608,No
360351,0.7672,,,,0,,-1.4728,No
360352,0.9288,,,0.759,,,-0.2864,No
360354,0.8302,0.542,0.667,0.48,0.44,1.707,0.1255,No
360355,0.9428,,,0.808,,,-0.1956,No
360358,,,,,,,,No
360359,0.83,0.372,0.674,0.252,0.486,0.777,-0.297,No
360360,1.0877,0,0.58,0.593,0.449,1.281,0.0702,No
360361,0.9898,,,,,,0.0093,No
360364,0.9023,0,0.531,1.356,0.35,0.789,-0.1826,No
360365,0.913,0,0,0.636,0.785,,-0.4083,No
360367,0.9741,,,,,,-0.1002,No
360368,0.96,,,,0,,-0.8305,No
360374,,,,,,,,No
360375,,,,,,,,No
370001,0.9271,0.418,0.218,0.638,0.123,0.847,-0.4491,No
370002,1.1952,,,,0,,-0.0094,No
370004,0.9683,,,,0,,-0.8014,No
370006,1.0836,0,0.37,0.548,0.498,,-0.2442,No
370008,0.9789,0.966,0.359,0.512,0.305,1.488,0.1844,No
370013,0.769,0.551,1.159,0.451,0.162,0.781,-0.2467,No
370014,0.8378,0.499,0.183,0.271,0.297,1.497,-0.3019,No
370015,0.9895,,,,0.594,,0.4226,Yes
370016,0.9102,0,0.592,0.49,0.23,0.948,-0.4182,No
370018,0.9009,0,0,0.914,0.459,0.855,-0.4304,No
370019,0.9231,,1.797,,0.737,,1.1071,Yes
370020,0.845,0.611,0.407,0.923,0.237,0.691,-0.2935,No
370022,0.9628,,0.815,0,0,,-0.6129,No
370023,0.9268,0.607,0.941,0,1.34,0.771,0.2353,No
370025,1.1354,0.771,0.519,0.757,0.363,0.369,0.0729,No
370026,0.9925,0,0.48,0.554,0.475,1,-0.173,No
370028,0.8347,0.318,0.202,0.849,0.335,1.612,-0.1382,No
370034,1.0964,0.385,0.584,1.334,1.156,3.208,0.9294,Yes
370037,1.2673,1.075,0.611,1.001,0.146,1.722,0.7818,Yes
370039,0.935,,0,,0.166,,-0.8371,No
370047,0.8108,1.115,0,0.6,0.284,0,-0.6045,No
370049,1.0779,0,0.261,0,0.626,0.56,-0.3756,No
370054,0.9936,,0,,1.109,,0.3034,No
370056,1.1313,2.618,0.906,1.41,0.221,1.606,1.059,Yes
370057,,,,,0,,-1.4622,No
370078,0.8399,0.307,1.146,1.828,0.223,0.434,0.0398,No
370083,,,,,,,,No
370089,1.1822,1.371,1.573,0,0.194,0,0.3147,No
370091,0.9181,0.572,0.507,1.037,0.281,0.347,-0.2423,No
370093,1.5107,0.885,0.737,1.843,0.356,0.676,0.8647,Yes
370094,0.864,1.316,0.522,0.615,0.155,1.503,0.1894,No
370097,0.9201,,3.287,,0.388,,0.6499,Yes
370099,,,,,0.914,,2.0769,Yes
370100,,,,,,,,No
370106,0.9272,0.121,0.383,1.6,0.159,0.747,-0.2345,No
370112,,,,,1.229,,2.1931,Yes
370113,0.9328,,0.818,0.997,0.304,,0.0577,No
370114,1.1107,0.324,0.755,1.633,0.388,0.931,0.4282,Yes
370149,0.8955,0.842,0.631,0.939,0.056,3.745,0.2053,No
370158,,,,,,,,No
370166,0.972,,,,0,,-0.7885,No
370170,0.9912,,,,,,0.0189,No
370171,0.9962,,1.803,3.096,0.569,0.818,1.1211,Yes
370172,,,,,0,,-1.4622,No
370173,,,,,0,,-1.4622,No
370178,0.986,,,,,,-0.017,No
370180,0.9495,0,0,0.857,0.395,,-0.5836,No
370183,0.9947,0,,,0,,-0.9416,No
370192,0.9552,,,,,,-0.232,No
370199,,,,1.654,0,,-0.0427,No
370201,0.9522,,,,,,-0.2534,No
370202,1.0032,0.248,0.32,0.472,0.044,0.142,-0.7293,No
370203,0.9221,,0.89,0.573,0,,-0.3934,No
370206,0.6967,,,,0,,-1.4728,No
370210,0.7802,1.468,0,0.477,0.211,,-0.4117,No
370211,0.8975,0.511,0.341,2.151,0.231,0,-0.2011,No
370212,0.9647,,,0,,,-0.8113,No
370214,,,,,1.001,,2.1931,Yes
370215,0.9556,0.441,0.164,,0.273,0.469,-0.4837,No
370216,0.8284,,,,0.932,,0.5145,Yes
370218,0.9254,0,0,0.393,0.352,0,-0.9175,No
370220,1.0053,,,,,,0.1175,No
370222,0.9734,,,,,,-0.105,No
370225,0.9845,,,,,,-0.0276,No
370227,,,,,0.603,,0.8727,Yes
370228,0.9481,,,0,0,,-1.0668,No
370234,0.9999,0.524,0.693,,0.158,2.086,0.3231,No
370235,0.9053,,,,0,,-1.0213,No
370236,0.8861,0,0,0.547,0.056,0,-1.1103,No
370237,,,,,0.457,,0.3074,No
370240,,,,,,,,No
370243,0.9871,,,,,,1.0811,Yes
370244,,,,,,,,No
370245,,,,,,,,No
370246,,,,,,,,No
370247,,,,,,,,No
380001,0.875,,,0.667,0.188,,-0.6133,No
380002,0.8097,0.263,2.206,0.649,0.232,0.728,-0.0837,No
380004,0.7684,0.499,0.56,0.413,0.414,0.335,-0.511,No
380005,0.9253,,,0.882,0.415,,-0.0807,No
380007,1.0977,0.61,1.005,1.036,0.325,1.079,0.4646,Yes
380009,1.306,0.649,1.005,1.285,0.7,1.034,1.0194,Yes
380014,0.7674,0.711,1.379,1.662,0.473,0.377,0.3092,No
380017,0.9721,0.599,0.784,0.409,0.47,0.727,0.0174,No
380018,1.0624,1.082,1.4,1.007,0.133,0.272,0.3514,No
380020,0.8865,0.288,0.28,0.198,1.409,0.472,-0.2481,No
380021,1.0021,0.734,2.242,0.72,0.823,0.802,0.7497,Yes
380022,1.1183,0.727,3.712,2.646,0.848,,1.5132,Yes
380025,1.1647,0.814,2.227,0.687,0.344,1.04,0.7341,Yes
380027,0.9015,0,0.534,0.18,0.297,0.541,-0.6386,No
380029,1.0434,,,0.505,0.203,,-0.2946,No
380037,0.9137,0,2.632,0.566,0.612,,0.1756,No
380038,0.9286,0,1.111,0,0.561,0,-0.4447,No
380047,0.9701,0.347,0.745,1.016,0.41,0.489,-0.0464,No
380050,1.3037,0,0,0.392,0.382,0,-0.4582,No
380051,1.4189,0.458,1.278,1.361,0.442,0.473,0.7641,Yes
380052,0.9529,,,,1.229,,0.9725,Yes
380056,0.9727,,,0.65,0.93,,0.562,Yes
380060,0.7213,0.647,0.55,0.196,0.4,0.68,-0.4087,No
380061,0.9272,0.394,0.807,0.783,0.434,0.583,-0.0715,No
380071,0.9001,,,,0.144,,-0.7606,No
380075,0.8088,0.36,1.049,1.921,0.517,1.778,0.6639,Yes
380082,1.0152,0,1.986,2.732,0.112,,0.4619,Yes
380089,0.9387,0.984,1.511,1.739,0.582,1.037,0.9794,Yes
380090,1.1561,0.127,0.421,2.547,0.681,0.977,0.6143,Yes
